	iso	lang_name	bible_name	bible_id	population	country	video_date	audio_date	text_date	
	zac	Zapoteco de Ocotlan	1983, Wycliffe Bible Translators, Inc.	ZACSIM	15000	Mexico	NULL	2022-02-10	2018-05-16	
	fra	French	Parole de Vie - African	FRAPDVA	53500000	France	NULL	2018-02-13	2018-04-04	
	sua	Sulka	1997 Bible League	SUKTBL	2500	Papua New Guinea	NULL,NULL	2018-04-04	
	kor	Korean	Korean Bible Version	KORSYS	42000000	South Korea	NULL,NULL	2018-05-16	
	kam	Kikamba	1998 Bible Society of Kenya	KIKBSK	3893000	Kenya	NULL	2021-06-01	NULL
	nab	Nambikuára, Southern	Wycliffe Bible Translators, Inc.	NABWBT	720	Brazil	NULL	2022-02-09	2022-04-07	
	kaj	Jju	1982 Bible Society of Nigeria	KAJBSN	300000	Nigeria	NULL	2022-03-01	NULL
	cbc	Carapana	1992 Wycliffe Bible Translators Inc.	CBCWBT	600	Colombia	NULL	2021-05-24	2018-04-13	
	ind	Indonesian	Sehari-hari	INDSHV	22800000	Indonesia	NULL,NULL	2018-04-04	
	por	Portuguese	Nova Tradução na Linguagem de Hoje - NE Brazilian speakers	PORNLE	10600000	Portugal	NULL	2021-06-01	2021-06-25	
	urd	Urdu	Easy-to-Read Version	URDWTC	10000000	India	NULL	2021-10-27	2018-03-22	
	cui	Cuiba	1987 Wycliffe Bible Translators, Inc	CUIWBT	2200	Colombia	NULL	2021-06-29	2018-04-13	
	spa	Spanish	Reina-Valera 1960 Biblia	SPAR60	29900000	Spain	NULL	2022-02-07	2018-08-01	
	bbk	Babanki	2017 CABTAL	BBKCAB	39000	Cameroon	NULL	2022-06-01	NULL
	bul	Bulgarian	1924 Protestant Bible	BULPRB	5660000	Bulgaria	NULL	2021-04-24	NULL
	hot	Hote	2010 Wycliffe Bible Translators, Inc. and The Malê people	HOTWBT	2300	Papua New Guinea	NULL,NULL	2018-04-13	
	bho	Bhojpuri	Revised Old Version	BHOROV	37800000	India	NULL	2021-04-23	NULL
	bmk	Ghayavi	2010 Wycliffe Bible Translators, Inc.	BMKWBT	2810	Papua New Guinea	NULL,NULL	2018-05-17	
	gur	Frafra	2008 Bible League Intl.	GURF08	NULL	Ghana	NULL	2022-03-02	2018-04-04	
	ndj	Ndamba	Chilongu cha Nyanyi kwa Vandu Vonda	NDJPBT	55000	Tanzania	NULL	2022-02-09	2018-04-04	
	mmo	Buang, Mangga	1981 Wycliffe Bible Translators, Inc.	MMOWBT	1500	Papua New Guinea	NULL,NULL	2019-04-25	
	ipi	Ipili	2008 Bible Society of Papua New Guinea	IPIPNG	26000	Papua New Guinea	NULL	2021-05-25	2018-04-04	
	kor	Korean	(한국어 생활 성서 TM)	KORBIB	42000000	South Korea	NULL,NULL	2021-04-19	
	ind	Indonesian	Shellabear OT Association for the Restoration of the 1912 Translation	INDALAO	22800000	Indonesia	NULL	2021-12-10	2022-01-26	
	ahk	Akha	Bibles International	AHKBIV	200000	Thailand	NULL,NULL	2022-05-19	
	swe	Swedish	Swedish Contemporary Bible	SWEBIB	8000000	Sweden	NULL	2021-08-11	2020-03-06	
	tam	Tamil	Easy-to-Read Version	TAMWTC	60700000	India	NULL	2021-10-27	2021-10-28	
	awn	Awngi	The Word for the World Edition	AWNDPI	489000	Ethiopia	NULL	2021-05-27	NULL
	krc	Balkar	IBT Version	KRCLIO	305000	Russia	NULL	2022-03-01	2018-03-22	
	urd	Urdu	Geo Version	URDERG	10000000	India	NULL	2022-02-07	2020-01-10	
	nnh	Ngiemboon	2007 Bible Society of Cameroon	NNHNNT	250000	Cameroon	NULL	2022-03-01	NULL
	yrb	Yareba	1973, 1987 Wycliffe Bible Translators, Inc	YRBTBL	750	Papua New Guinea	NULL,NULL	2018-04-13	
	sps	Saposa	2001 Wycliffe Bible Translators, Inc.	SPSWBT	1400	Papua New Guinea	NULL,NULL	2018-04-13	
	hat	Haitian Creole	2016 Edition	HATBIV	6960000	Haiti	NULL,NULL	2022-04-05	
	mih	Mixteco de Mechoacán	2018 Unión Nacional de Traductores Indígenas A.C.	MIHUNT	NULL	Mexico	NULL	2022-03-01	2022-04-08	
	neq	Mixe de Atitlan	2008 Bible League International	NEQTBN	13000	Mexico	NULL	2022-03-01	NULL
	cnw	Chin, Ngawn	Common Language Holy Bible	CNWBSM	15000	Myanmar (Burma)	NULL	2021-05-24	NULL
	duo	Agta, Dupaninan	WBT Version	DUOWBT	1200	Philippines	NULL,NULL	2018-04-04	
	kpc	Curripaco	2018 Asociación Civil, Capacitación Lingüística, Antropológica y Alfabetización Nativa (CLAN)	KPCLAN	7000	Colombia	NULL	2021-11-01	NULL
	cfm	Chin, Falam	2005 Bible Society of Myanmar	CFMUBS	69000	Myanmar (Burma)	NULL	2021-05-27	2018-09-17	
	ixl	Ixil, San Juan Cotzal	2001 Wycliffe Bible Translators Inc.	IXLSWBT	NULL	Guatemala	NULL	2021-05-25	2018-04-13	
	viv	Iduna	2003 Wycliffe Bible Translators, Inc.	VIVWBT	6000	Papua New Guinea	NULL,NULL	2018-04-13	
	row	Dela-Oenale	2020 Unit Bahasa dan Budaya (UBB)	ROWUBB	7000	Indonesia	NULL	2021-10-29	NULL
	mva	Manam	1996 Wycliffe Bible Translators, Inc.	MVABTA	7950	Papua New Guinea	NULL,NULL	2018-04-04	
	ben	Bengali - Bangladesh	Indian Revised Version	BENDPI	110000000	Bangladesh	NULL,NULL	2022-06-20	
	kss	Kisi, Southern	1991 Bible Society in Liberia	KSSBSL	115000	Liberia	NULL	2022-03-01	2021-09-21	
	crx	Carrier, Central	2011 Wycliffe Bible Translators, Inc	CRXWYI	1530	Canada	NULL,NULL	2022-04-12	
	yuj	Karkar-Yuri	1994 Wycliffe Bible Translators, Inc.	YUJWBT	1140	Papua New Guinea	NULL,NULL	2018-04-13	
	ssx	Sembeleke	1991 The Bible Society of Papua New Guinea	SSXPNG	3130	Papua New Guinea	NULL,NULL	2018-05-16	
	zin	Zinza	Wycliffe Bible Translators, Inc	ZINWYI	138000	Tanzania	NULL	2022-02-10	NULL
	ind	Indonesian	Indonesian New Translation (formal) Version, 1974	INDASV	22800000	Indonesia	NULL	2022-01-13	2021-06-10	
	pes	Farsi, Western	Today's Persian Version	PESTPV	45000000	Iran	NULL	2022-03-02	2018-07-31	
	xsu	Sanumá	Missão Evangélica da Amazônia	XSUMEV	4610	Brazil	NULL	2021-07-02	2018-03-22	
	efi	Efik	1985 Bible Society of Nigeria	EFIEFI	400000	Nigeria	NULL	2022-03-02	NULL
	aiw	Aari	The Word for the World, 2015	AIWDPI	235000	Ethiopia	NULL	2021-05-27	NULL
	kfc	Konda-Dora	2006 Konda Saduvu Samastha	KFCKSS	20000	India	NULL	2022-03-01	NULL
	rwo	Karo	2001 Edition	RWOWYI	NULL	Papua New Guinea	NULL,NULL	2022-04-06	
	ojb	Ojibwe	2008 Canadian Bible Society	CJBCBS	20000	Canada	NULL	2021-05-24	2018-04-04	
	jmc	Kimashami	2000 Bible Society of Tanzania	JMCBST	300000	Tanzania	NULL	2022-03-01	2018-04-04	
	waw	UaiUai	2001 UFM International	WAWUFM	2020	Brazil	NULL	2022-03-03	NULL
	plt	Malagasy	Revised Protestant Version	MLGRPV	7520000	Madagascar	NULL	2022-03-01	2018-04-13	
	por	Portuguese	Tradução de João Ferreira de Almeida	PORJFA	10600000	Portugal	NULL,NULL	2018-03-22	
	unr	Mundari	2018 The Word for the World International	UNRTWF	1110000	India	NULL	2022-05-24	NULL
	bco	Kaluli	2011 Wycliffe Bible Translators, Inc.	BCOWBT	2500	Papua New Guinea	NULL,NULL	2020-06-16	
	mrj	Mari-Hill	Institute for Bible Translation	MRJIBT	388000	Russia	NULL	2021-08-23	NULL
	mta	Blit	Wycliffe Philippines	MTAWPB	NULL	Philippines	NULL	2022-03-31	NULL
	gui	Eastern Bolivian Guaraní	2001 Bible Society of Bolivia	GUISBU	33700	Bolivia	NULL	2022-03-02	2018-04-13	
	pes	Farsi, Western	New Millenium Version 2009	PESNMV09	45000000	Iran	NULL	2022-02-09	NULL
	ayo	Ayoré	1982 New Tribes Mission	AYONTM	2600	Bolivia	NULL	2021-04-23	2018-12-06	
	pci	Dhurwa	Indian Evangelical Mission	PCIIEM	51200	India	NULL	2021-07-07	NULL
	kxf	Manaw	Wycliffe Bible Translators, Inc.	KXFTEM	NULL	Myanmar (Burma)	NULL	2022-02-01	NULL
	mks	Mixteco, Silacayoapan	2009 Wycliffe Bible Translators, Inc.	MKSTBL	18700	Mexico	NULL	2021-07-02	2018-05-16	
	ctd	Zokam	Zokam International Version	CTDZIV	NULL	Myanmar (Burma)	NULL	2021-05-24	2018-04-04	
	sim	Mende (Papua New Guinea)	2005 Wycliffe Bible Translators, Inc	SIMPNG	5700	Papua New Guinea	NULL,NULL	2018-04-13	
	tqo	Toaripi	1983 Bible Society of Papua New Guinea	TQOTQO	23000	Papua New Guinea	NULL,NULL	2018-03-22	
	agd	Agarabi	2010 Wycliffe Bible Translators, Inc	AGDPNG	27000	Papua New Guinea	NULL	2021-07-30	2020-01-15	
	mri	Māori	Te Kawenata Hou	MAOMAO	60000	Cook Islands	NULL	2022-02-09	NULL
	tgp	Tangoa	2010 Wycliffe Bible Translators, Inc.	TGPWBT	800	Vanuatu	NULL	2022-03-02	2018-04-13	
	jnj	Yemsa	The Word for the World	JNJWFW	92200	Ethiopia	NULL	2022-02-08	NULL
	nya	Chichewa	1997 Buku Loyera Version	NYJNNT	7000000	Malawi	NULL	2022-03-02	NULL
	lmp	Limbum	2003 Bible Society of Cameroon	LMPLNT	73000	Cameroon	NULL	2022-03-01	NULL
	swk	Malawi Sena	2002 Bible Society of Malawi	SWKBSM	270000	Malawi	NULL	2022-03-02	NULL
	kqc	Doromu-Koki	2011 Wycliffe Bible Translators, Inc.	KQCWBT	1500	Papua New Guinea	NULL,NULL	2018-05-16	
	snm	Ma'di South	2017 Edition	SNMNVS	60000	Uganda	NULL	2019-12-09	NULL
	pol	Polish	New Covenant Translation	POLNCV	36600000	Poland	NULL	2022-02-09	2018-07-31	
	ydd	Yiddish, Eastern	Einspruch	YDDLMM	215000	Israel	NULL	2022-02-10	NULL
	eng	English	New Life Version (Easy to Read)	ENGNLV	58200000	United States	NULL,NULL	2018-04-04	
	hlb	Halbi	2017 Masihi Sahithya Sanstha, New Delhi in Association with Bastar True Light Samiti	HLBMSS	593000	India	NULL	2021-10-29	2022-04-05	
	dow	Doyayo	1988 Bible Society of Cameroon	DOWABC	18000	Cameroon	NULL	2022-03-02	NULL
	mam	Mam	2008 Wycliffe Bible Translators Inc.	MVCNVS	530000	Guatemala	NULL	2022-03-01	2018-04-04	
	ccp	Chakma	2012 Bibles International	CCPBIV	150000	Bangladesh	NULL,NULL	2018-04-04	
	dad	Marik	2011 Wycliffe Bible Translators, Inc.	DADWBT	3500	Papua New Guinea	NULL,NULL	2018-04-13	
	tzj	Tzutujil, Oriental (Santiago Atitlán)	Asociación Educativa y Cultural Maya	TZJAEM	NULL	Guatemala	NULL	2022-03-02	NULL
	dgo	Dogri	Dogri Bible (डोगरी बाइबिल)	DGODPI	2280000	India	NULL	2022-06-15	2022-06-21	
	hvn	Sabu	2020 LAI	HVNLAI	110000	Indonesia	NULL,NULL	2018-04-04	
	eng	English	Wycliffe Modern	ENGWMV	58200000	United States	NULL,NULL	2018-04-04	
	tsu	Tsou	The Bible Society in Taiwan	TSUBST	2130	Taiwan	NULL	2021-09-22	2022-03-16	
	bon	Bine	1993 Bible Society of Papua New Guinea	BONPNG	2000	Papua New Guinea	NULL,NULL	2018-04-13	
	gwj	Gikwe	2001 Edition	GWJNVS	2500	Botswana	NULL	2022-03-02	NULL
	ubu	Umbu Ungu - Andelale	1998 Wycliffe Bible Translators, Inc.	UBUAND	34200	Papua New Guinea	NULL	2022-03-02	2018-04-04	
	bci	Baoulé	1974 Bible Society of Cote d'Ivoire	BCIUBS	2130000	Ivory Coast	NULL	2021-04-23	NULL
	shu	Arabe Choa, Chadian Arabic 	Alliance Biblique du Tchad	SHUDPI	896100	Chad	NULL	2022-03-01	NULL
	mor	Nuba Moro	1965 Bible Society of Sudan	MORBSS	30000	Sudan	NULL	2018-12-13	2018-04-04	
	bng	Bengali - India	Holy Bible, Bengali Contemporary Version  ™	BENBIB	3900	India	NULL	2021-04-23	2020-10-08	
	kza	BAJIGINYORO	Samaritan’s Purse	KZASPV	30200	Burkina Faso	NULL	2021-06-02	NULL
	dwr	Dawro	2012 The Word for the World	DWRDPI	543000	Ethiopia	NULL	2022-01-03	NULL
	mhl	Mauwake	1998 Wycliffe Bible Translators, Inc.	MHLPNG	2390	Papua New Guinea	NULL,NULL	2018-04-13	
	sef	Senoufo, Cebaara	2007 Bible Society of Cote d'Ivoire	SEFULL	862000	Ivory Coast	NULL	2022-03-02	NULL
	mcd	Sharanahua	2008, Wycliffe Bible Translators, Inc.	MCDWBT	450	Peru	NULL	2022-03-01	2018-04-04	
	eng	English	World English Bible - Winfred Henson	ENGWWH	58200000	United States	NULL	2018-02-13	2019-05-08	
	lbb	Label	2012 Wycliffe Bible Translators, Inc.	LBBWBT	140	Papua New Guinea	NULL,NULL	2018-05-16	
	ggb	Base	New Harvest Global Ministries	GGBNHG	5600	Liberia	NULL	2022-01-25	NULL
	bxk	Lubukusu	2019, Bible Society of Kenya	BXKDPI	1433000	Kenya	NULL	2021-10-29	NULL
	hau	Hausa	1979 Bible Society of Nigeria	HAUN79	18500000	Nigeria	NULL	2022-03-02	2022-04-05	
	xog	Lusoga	2014 Bible Society of Uganda	XOGDPI	2060000	Uganda	NULL	2021-10-29	NULL
	txu	Kayapó	Bible League International	TXUTBL	7100	Brazil	NULL	2022-03-02	2018-04-13	
	ape	Bukiyip	2013, Wycliffe Bible Translators, Inc. All rights reserved.	APEWBT	16200	Papua New Guinea	NULL,NULL	2020-01-15	
	tos	Totonaco de la Sierra	1999 Bible League International	TOSTBL	120000	Mexico	NULL	2022-03-02	2018-04-13	
	eng	English	Contemporary English Version - African American	ENGCAV	58200000	United States	NULL	2022-03-02	NULL
	rmy	Romane Vlax	Chilean Vlax Version	RMYCVV	242000	Chile	NULL	2022-03-02	2018-04-04	
	eip	Lik	2013 Wycliffe Bible Translators, Inc.	EIPWBT	3000	Indonesia	NULL	2022-03-02	2018-12-06	
	kvj	Kapsiki	1988 Bible Society of Cameroon	KVJABC	40500	Cameroon	NULL	2022-03-01	NULL
	mqf	Momuna	Indonesian Bible Society	MQFLAI	2000	Indonesia	NULL	2022-03-01	2022-04-07	
	nup	Nupe	1989 Bible Society of Nigeria	NUPBSN	800000	Nigeria	NULL	2022-03-01	NULL
	quh	Quechua, South Bolivian	1993 Bible Society of Bolivia	QUHSBB	2780000	Bolivia	NULL	2022-03-02	2018-04-13	
	fub	Fulfulde, Adamawa	1995 Alliance Biblique du Cameroun	FUBFUB	669000	Cameroon	NULL	2022-02-10	NULL
	urt	Urat	2016 Wycliffe Bible Translators, Inc.	URTWBT	6280	Papua New Guinea	NULL	2022-03-02	2022-04-05	
	kpm	Koho	DVS Version	KPMDVS	166000	Vietnam	NULL	2022-03-01	NULL
	nif	Nek	2011 Wycliffe Bible Translators, Inc.	NIFWBT	2000	Papua New Guinea	NULL,NULL	2018-05-16	
	pmf	Ta'a	New Tribes Mission	PMFNTM	137000	Indonesia	NULL	2022-03-02	2018-04-04	
	yan	Mayangna	Sociedad Bíblica de Nicaragua 1998	YANBSN	8000	Nicaragua	NULL	2022-03-03	NULL
	aka	Akan: Asante	Nkwa Asɛm Apam Foforɔ Ne Nnwom (Asante Twi Contemporary Version)	AKABIB	NULL	Ghana	NULL	2021-04-22	2020-03-03	
	cly	Chatino Lachao - Yolotepec	2001 Edition	CLYAVA	1800	Mexico	NULL	2021-05-24	2018-04-04	
	wnc	Wantoat	2001 Wycliffe Bible Translators, Inc.	WNCPNG	8200	Papua New Guinea	NULL,NULL	2019-10-18	
	ino	Inoke-Yate	2013, Wycliffe Bible Translators, Inc.	INOTBL	10000	Papua New Guinea	NULL,NULL	2018-04-13	
	alw	Alaba	The Word for the World 2015	ALWDPI	278000	Ethiopia	NULL	2021-05-27	NULL
	cul	Kulina	2014 Wycliffe Bible Translators, Inc	CULWBT	3500	Brazil	NULL	2021-07-20	2018-04-04	
	spa	Spanish	1602 Reina-Valera Antigua	SPNR02	29900000	Spain	NULL,NULL	2018-04-04	
	cdj	Churahi	Churahi Bible (चुराही बाइबिल)	CDJDPI	111000	India	NULL	2022-06-13	2022-06-21	
	khk	Mongolian, Outer	2011 Mongolian Union Bible Society	KHKNTP	2350000	Mongolia	NULL	2022-03-01	2018-04-04	
	nou	Ewage-Notu	1987 Wycliffe Bible Translators, Inc.	NOUWBT	12900	Papua New Guinea	NULL,NULL	2018-04-04	
	mna	Mbula	1996 Wycliffe Bible Translators, Inc.	MNAPNG	4500	Papua New Guinea	NULL,NULL	2018-05-16	
	hla	Halia	1978 The Bible Society of Papua New Guinea	HLAPNG	20000	Papua New Guinea	NULL,NULL	2022-02-15	
	apr	Arop-Lokep	2013 Wycliffe Bible Translators, Inc	APRWBT	3020	Papua New Guinea	NULL	2021-05-27	2018-03-22	
	sna	Shona	Holy Bible, Shona Version (Bhaibheri Dzvene)	SNASUV	10700000	Zimbabwe	NULL	2022-03-02	2020-03-06	
	ami	Amis	2019 Bible Society in Taiwan	AMIBST	138000	Taiwan	NULL	2021-04-22	2022-05-19	
	atd	Manobo, Ata	2000, Wycliffe Bible Translators, Inc.	ATDWYI	26700	Philippines	NULL	2021-12-03	NULL
	mbh	Mangseng	1999 Wycliffe Bible Translators, Inc.	MBHTBL	2500	Papua New Guinea	NULL,NULL	2018-04-13	
	okv	Orokaiva	1988 Wycliffe Bible Translators, Inc.	OKVWBT	35000	Papua New Guinea	NULL,NULL	2018-04-13	
	zpc	Zapoteco de Comaltepec	1986, Wycliffe Bible Translators, Inc.	ZPCTBL	12000	Mexico	NULL	2022-03-03	2022-04-05	
	gdn	Umanakaina	1999 Wycliffe Bible Translators, Inc.	GDNPNG	2400	Papua New Guinea	NULL,NULL	2018-04-13	
	fra	French	1910 Louis Segond  (Tresorsonore recording)	FRNTLS	53500000	France	NULL	2021-11-23	2018-09-18	
	cnh	Chin, Hakha	2014 Bibles International	CNHBIV	100000	Myanmar (Burma)	NULL,NULL	2020-01-10	
	prk	Wa	2012 United Bible Societies	PRKBSM	400000	Myanmar (Burma)	NULL	2022-03-02	2018-03-22	
	asa	Chasu	1967 The Bible Society of Tanzania	ASABST	500000	Tanzania	NULL	2021-04-23	2022-04-05	
	knc	Kanuri, Central	1997 Bible Society of Nigeria	KNCNEW	3000000	Nigeria	NULL	2022-03-01	NULL
	spp	Senoufo, Supyire	Wycliffe Bible Translators, Inc.	SPPAPL	350000	Mali	NULL	2022-02-09	2022-04-06	
	cof	Colorado	1990 Wycliffe Bible Translators	COFWBT	2300	Ecuador	NULL	2021-06-29	2018-03-22	
	dwr	Dawro	2011 Bible Society of Ethiopia	DWRENT	543000	Ethiopia	NULL,NULL	2018-03-22	
	kek	Kekchí	Catholic	KEKSBG	800000	Guatemala	NULL	2022-03-02	2018-04-04	
	car	Kariña	2018 Asociación Civil, Capacitación Lingüística, Antropológica y Alfabetización Nativa (CLAN)	CARLAN	4450	Venezuela	NULL	2021-11-02	NULL
	ded	Dedua	Yoak kekehagocac Dzadzahac gboria nga Mitiyegec	DEDWBT	6500	Papua New Guinea	NULL	2021-05-30	2020-06-16	
	sei	Seri	1982 The Bible League	SEITBL	900	Mexico	NULL	2021-06-24	NULL
	mco	Mixe, Coatlán	1976 Bible League International	MCOTBL	5000	Mexico	NULL	2022-03-01	2018-04-13	
	lcm	Tungag	1998, 2011 Wycliffe Bible Translators, Inc.	LCMPNG	12000	Papua New Guinea	NULL,NULL	2018-05-16	
	shg	Shua	Spoken Worldwide Edition	SHGSWW	6000	Botswana	NULL	2022-01-26	NULL
	oss	Ossetic	2004 Institute Bible Translation, Moscow	OSSIBT	451000	Russia	NULL	2022-03-01	2018-04-13	
	czt	Chin, Zotung	2016 Edition	CZTBSM	40000	Myanmar (Burma)	NULL,NULL	2018-12-06	
	yuw	Yau	1997 The Bible Society of Papua New Guinea	YUWPNG	1700	Papua New Guinea	NULL,NULL	2018-04-13	
	fin	Finnish	1938 Suomennos	FIN38CB	4700000	Finland	NULL	2022-04-13	2018-04-04	
	sto	Stoney	Wycliffe Bible Translators, Inc	STOWBT	3160	Canada	NULL	2022-02-09	NULL
	mkd	Macedonian	Konstantinov	MKDMKV	1390000	Macedonia	NULL	2022-03-01	NULL
	knv	Tabo	2006 Bible Society of Papua New Guinea	KNVPNG	3000	Papua New Guinea	NULL,NULL	2018-04-04	
	kgf	Kube	2007 Global Bible Translators	KGFGBT	7500	Papua New Guinea	NULL,NULL	2018-05-16	
	dna	Dani, Upper Grand Valley	1992 LAI	DNALAI	20000	Indonesia	NULL	2022-04-27	2022-03-16	
	jpn	Japanese	New Interconfessional Version	JPNNIT	121000000	Japan	NULL	2022-02-08	NULL
	dgr	Tlicho	2008 Edition	DGRCBS	2080	Canada	NULL	2022-02-08	2019-01-11	
	spa	Spanish	Nueva Biblia Latinoamericana de Hoy	SPNDLH	29900000	Spain	NULL,NULL	2018-04-13	
	ukr	Ukrainian	1930 Ukranian Bible	UKRO30	32000000	Ukraine	NULL,NULL	2018-04-04	
	ctd	Chin, Tiddim	Common Language version 2004	CTDCLB	189000	Myanmar (Burma)	NULL	2021-05-24	2018-04-04	
	hmo	Motu, Hiri	1964, 1982, 1994 The Bible Society of Papua New Guinea	HMOPNG	1	Papua New Guinea	NULL,NULL	2018-04-13	
	law	Lauje	NTM Edition	LAWNTM	44000	Indonesia	NULL	2022-03-01	2022-04-06	
	bgr	Bawm	2006 Bangladesh Bible Society	BGRBBS	4440	Bangladesh	NULL	2021-04-23	2018-03-22	
	fra	French	La Nouvelle Bible Louis Segond 1978	FRALSN	53500000	France	NULL	2022-01-26	NULL
	dag	Dagbani	2011, Bible Society of Ghana	DAGDPI	800000	Ghana	NULL	2021-09-08	NULL
	hin	Hindi	Indian Revised Version	HINDPI	258000000	India	NULL	2022-04-06	2022-05-03	
	oku	Oku	 2012 Cameroon Association for Bible Translation and Literacy	OKUWYI	40000	Cameroon	NULL	2022-03-01	2018-04-04	
	azb	Azerbaijani, South	2009 Elam Ministries	AZBEMV	15500000	Iran	NULL	2021-04-23	2018-03-22	
	bpe	Warapu (Bouni Pou)	WBT Version	BPEWPV	NULL	Papua New Guinea	NULL	2022-02-15	NULL
	plt	Malagasy	Protestant version 1985 based on Malagasy Protestant Bible 1965	MLGDPV	7520000	Madagascar	NULL	2022-02-09	2018-04-04	
	aoj	Filifita	1998 Wycliffe Bible Translators, Inc.	AOJFIL	NULL	Papua New Guinea	NULL,NULL	2018-04-04	
	por	Portuguese	Biblia Sagrada, Nova Versão Internacional®, NVI®	PORNVI	10600000	Portugal	NULL	2022-02-07	2020-10-22	
	teo	Teso	1961 Bible Society of Uganda (Davar Audio)	TEODPI	1570000	Kenya	NULL	2022-03-31	NULL
	tri	Trió	2004 UFM International	TRIUFM2	1400	Suriname	NULL	2022-03-02	2022-04-05	
	agm	Angaataha	2004 Wycliffe Bible Translators, Inc.	AGMWBT	2100	Papua New Guinea	NULL,NULL	2020-01-15	
	run	Kirundi	2007 Bible Society of Burundi	RUNBSB	10000000	Burundi	NULL	2021-06-01	2022-04-06	
	mar	Marathi	1993 Bible League International	MARWTC	71700000	India	NULL	2021-06-01	2018-03-22	
	tha	Thai	King James Version	THAKJV	20200000	Thailand	NULL,NULL	2018-03-22	
	bjz	Baruga	2017 Wycliffe Bible Translators, Inc.	BJZWYI	2230	Papua New Guinea	NULL	2021-05-04	2022-05-19	
	gam	Kandawo	2012-2013 Wycliffe Bible Translators, Inc.	GAMWBT	4000	Papua New Guinea	NULL	2022-02-08	2018-04-13	
	kqf	Kakabai	2010 Wycliffe Bible Translators, Inc.	KQFWBT	900	Papua New Guinea	NULL,NULL	2018-05-16	
	nld	Dutch	New Dutch Translation (de Nieuwe Bijbelvertaling)	NLDNBV	16400000	Netherlands	NULL	2022-03-01	NULL
	por	Portuguese	Tradução Interconfessional - a BÍBLIA para todos	PORB09	10600000	Portugal	NULL	2021-06-01	2019-12-10	
	spa	Spanish	La Palabra de Dios para Todos	SPAPDT	29900000	Spain	NULL	2021-10-27	NULL
	kmb	Kimbundu	1980 Bible Society of Angola	KMBK80	4000000	Angola	NULL	2022-03-01	NULL
	cnh	Chin, Hakha	United Bible Societies, 2005	CNHBSM	100000	Myanmar (Burma)	NULL	2021-06-29	2018-04-04	
	xav	Xavánte	 2011, Wycliffe Bible Translators, Inc.	XAVTBL	9600	Brazil	NULL,NULL	2018-04-13	
	ksb	Shambala	The Bible Society of Tanzania 1969	KSBBST	664000	Tanzania	NULL	2022-03-01	2022-04-06	
	mwc	Are	2011 Wycliffe Bible Translators, Inc.	MWCWBT	1230	Papua New Guinea	NULL,NULL	2018-05-16	
	ceb	Cebuano	Cebuano Bible Version	CEBCBV	15800000	Philippines	NULL,NULL	2018-04-04	
	itv	Itawit	2009 Scripture Translation for Every People	ITVSTP	134000	Philippines	NULL	2021-05-25	2018-04-04	
	eng	English	Revised Version 1885	ENGREV	58200000	United States	NULL,NULL	2018-04-04	
	hau	Hausa	Contemporary Bible	HAUDPI	18500000	Nigeria	NULL	2022-06-13	2022-05-03	
	top	Totonac Papantla	1985 The Bible League	TOPTBL	80000	Mexico	NULL,NULL	2018-04-04	
	bcq	Bench	1990 Bible Society of Ethiopia	BCQBEN	347000	Ethiopia	NULL	2021-04-23	NULL
	sxn	Siau	Today's Siau Version	SXNTSV	NULL	Indonesia	NULL	2021-11-02	NULL
	mox	Molima	2010 Folk&Språk and Swedish Mission Alliance	MOXFNS	4010	Papua New Guinea	NULL	2022-02-09	2018-04-04	
	kmu	Kanite	2002 Wycliffe Bible Translators, Inc.	KMUTBL	8000	Papua New Guinea	NULL	2021-10-15	2018-04-04	
	asg	Cishingini	WBT Version	ASGWBT	100000	Nigeria	NULL	2022-05-13	2020-01-15	
	urd	Urdu	Geo Version	URDERL	10000000	India	NULL	2022-02-07	2020-10-07	
	ach	Acholi	1985 Bible Society of Uganda	ACHDPI	1170000	Uganda	NULL	2022-01-03	NULL
	mhx	Lhaovo	Common Language Version	MHXBSM	100000	Myanmar (Burma)	NULL	2022-03-01	2018-04-04	
	tur	Turkish	Kutsal Kitap 2009	TURBST	46300000	Russia	NULL	2022-03-02	2018-03-22	
	ayr	Aymara	1997 Bible Society of Bolivia	AYMSBU	2098000	Bolivia	NULL	2021-04-23	2018-04-04	
	poh	Pocomchí, Oriental	Catholic Version	POHPOC	NULL	Guatemala	NULL	2022-03-02	2022-04-07	
	wba	Warao	2018 Asociación Civil, Capacitación Lingüística, Antropológica y Alfabetización Nativa (CLAN)	WBALAN	28100	Venezuela	NULL	2021-11-01	NULL
	chj	Chinantec Ojitlán	BSM Version	CHJBSM	37900	Mexico	NULL,NULL	2018-04-13	
	vut	Vute	2007 Bible Society of Cameroon and Lutheran Bible Translators	VUTLBT	20000	Cameroon	NULL	2022-03-03	2018-04-04	
	deu	German	1905 Darby Unrevidierte Elberfel	DEUD05	75300000	Germany	NULL,NULL	2018-04-04	
	caa	Chortí	1996 Wycliffe Bible Translators Inc.	CAAWBT	30000	Guatemala	NULL	2021-05-19	2018-04-13	
	igb	Ebira	1981 Bible Society of Nigeria	IGBBNT	1000000	Nigeria	NULL	2021-05-25	NULL
	kmh	Kalam	2008 Wycliffe Bible Translators, Inc.	AA1WBT	15000	Papua New Guinea	NULL,NULL	2020-01-15	
	ubr	Ubir	2011 Wycliffe Bible Translators, Inc.	UBRTBL	2560	Papua New Guinea	NULL,NULL	2018-05-16	
